jobid,title,employer,location,salary,description,tags,url,date,weeknum
124070,Graduate Software Engineer - Asia's leading OTA,Big Wednesday Digital,"Bangkok, Thailand",,"Agoda Overview:For our rapidly growing IT organization, we are looking for Graduate Software Engineers…","[""scala"",""java"",""c#"",""mocha"",""cassandra""]",/jobs/124070/graduate-software-engineer-asias-leading-ota-big-wednesday-digital,2016-09-01,35
124069,Graduate Mobile Developer - Asia's leading e-commerce company,Big Wednesday Digital,"Bangkok, Thailand",,"Agoda Overview:Agoda is the largest and fastest growing online hotel booking platform in Asia, and as a…","[""objective-c"",""swift"",""android"",""java"",""c#""]",/jobs/124069/graduate-mobile-developer-asias-leading-e-big-wednesday-digital,2016-09-01,35
115253,Development Manager ( San Francisco),SAP/ Ariba,"Palo Alto, CA",,"SAP Ariba makes business commerce as easy as consumer commerce.  Every day, we help our customer find…","[""development"",""java"",""manager""]",/jobs/115253/development-manager-san-francisco-sap-ariba,2016-09-01,35
80287,Senior Ruby / Rails Developer,ICFLIX,"Dubai, United Arab Emirates",,We are looking for a Senior Billing / Subscription Management Engineer with Ruby experience who gets as…,"[""ruby"",""ruby-on-rails"",""javascript"",""debian"",""sysadmin""]",/jobs/80287/senior-ruby-rails-developer-icflix,2016-09-01,35
123131,Senior Software Engineer (Data/Analytics Platform),HBO,"New York, NY",,HBO is looking for a talented Senior Software Engineer to join our data and analytics platform…,"[""python"",""scala"",""apache-spark"",""amazon-ec2"",""amazon-web-services""]",/jobs/123131/senior-software-engineer-data-analytics-platform-hbo,2016-09-01,35
93694,Mobile Developer (Android),Crossway,"Wheaton, IL",,"As a core member of our team, you will use your skills to challenge, extend, and improve our existing…","[""android"",""java""]",/jobs/93694/mobile-developer-android-crossway,2016-09-01,35
124068,DevOps Engineer,ActBlue,"Somerville, MA","$110,000 - 140,000",ActBlue powers the fundraising of the political and social left. If you’ve ever given online to a…,"[""chef"",""ruby-on-rails"",""linux"",""devops"",""cloud"",""sysadmin""]",/jobs/124068/devops-engineer-actblue,2016-09-01,35
124066,Senior Developer Team Lead,Center for Open Science,"Charlottesville, VA","$100,000 - 200,000","Develop exclusively free, open source software to support open science.  The Center for Open Science…","[""python"",""javascript"",""ember.js"",""angularjs"",""django""]",/jobs/124066/senior-developer-team-lead-center-for-open-science,2016-09-01,35
124063,Cotiviti Labs UI/UX Developer,Cotiviti,"Atlanta, GA",,UI/UX Developers with the Cotiviti Labs team are responsible for working with a global team of medical…,"[""angularjs"",""javascript"",""reactjs"",""html"",""css""]",/jobs/124063/cotiviti-labs-ui-ux-developer-cotiviti,2016-09-01,35
97515,Senior Software Engineer,Lenos Software,"San Francisco, CA",,"The Lenos Cloud Platform is a combination of CMS, CRM, and Supplier Management solutions for managing…","["".net"",""c#"",""wpf"",""asp.net-mvc"",""html5""]",/jobs/97515/senior-software-engineer-lenos-software,2016-09-01,35
96825,"Sr. Specialist, Drupal Developer",Society for Science & the Public,"Washington, DC",,Society for Science & the Public (SSP) is looking for an energetic and innovative full-time Drupal…,[],/jobs/96825/sr-specialist-drupal-developer-society-for-science-the,2016-09-01,35
124085,Senior Consultant,MarkLogic,"Washington, DC",,The Senior Consultant will play an integral part in helping the Public Sector Programs team work through…,"[""java"",""c"",""c++"","".net"",""marklogic""]",/jobs/124085/senior-consultant-marklogic,2016-09-01,35
124084,Senior Consultant,MarkLogic,"Chicago, IL",,"The Senior Consultant will be an integral part of the MarkLogic consulting team, providing assistance…","[""java-ee"","".net"",""sql"",""xml"",""marklogic""]",/jobs/124084/senior-consultant-marklogic,2016-09-01,35
124083,Senior Consultant,MarkLogic,"New York, NY",,"The Senior Consultant will be an integral part of the North American Commercial Consulting team,…","[""java-ee"","".net"",""sql"",""javascript"",""marklogic""]",/jobs/124083/senior-consultant-marklogic,2016-09-01,35
124088,Software Engineer - Market Data,ITG,"El Segundo, CA",,We are seeking a highly motivated Software Engineer to work on developing next generation Financial…,"[""java"",""rdbms"",""sql"",""python"",""unix""]",/jobs/124088/software-engineer-market-data-itg,2016-09-01,35
98469,"Senior IT Specialist LAN/WAN (m/f), Nuremberg",GfK SE,"Nuremberg, Germany",,"Group IT is the GfK internal service provider for IT hosting, business and enterprise applications…","[""hpnodemanager"",""ciscoprime"",""dhcp"",""dns"",""snmp""]",/jobs/98469/senior-it-specialist-lan-wan-m-f-nuremberg-gfk-se,2016-09-01,35
59334,Senior Node.js/Meteor Developer,GfK,"Amstelveen, NH, Netherlands",,"GfK BA Netherlands is looking for a senior developer to technically lead our Meteor team.
Our Meteor…","[""meteor"",""node.js""]",/jobs/59334/senior-nodejs-meteor-developer-gfk,2016-09-01,35
124096,IT Berater,Arcplace AG,"Zürich, Schweiz",,Ihr Tätigkeitsgebiet:In Ihrer neuen Funktion dreht sich alles um anspruchsvolle…,[],/jobs/124096/it-berater-arcplace-ag,2016-09-01,35
124095,Front End Developer,Incentive Solutions,"Atlanta, GA",,"This position will be responsible for development, maintenance, and support of company and client web…","[""html5"",""css3"",""javascript"",""jquery"",""cordova""]",/jobs/124095/front-end-developer-incentive-solutions,2016-09-01,35
121809,"Senior Software Engineer, Backend",Carousell,Singapore,"$44,400 - 90,000

                                / 
Provides Equity","Responsibilities:

Design and build scalable REST APIs for the Carousell marketplace platform.
Work…","[""python"",""go"",""django""]",/jobs/121809/senior-software-engineer-backend-carousell,2016-09-01,35
121810,"Senior Software Engineer, Android",Carousell,Singapore,"$44,400 - 90,000

                                / 
Provides Equity","Responsibilities:

Work closely with the product managers and designers to build new and key features…","[""android"",""java""]",/jobs/121810/senior-software-engineer-android-carousell,2016-09-01,35
124094,Full Stack Developer,Culture Amp,"Melbourne, Australia",Provides Equity,"We are searching for Full Stack Developers to join our Camp in Melbourne, evolving the JavaScript and…","[""ruby"",""ruby-on-rails"",""ruby-on-rails-4"",""elixir"",""reactjs""]",/jobs/124094/full-stack-developer-culture-amp,2016-09-01,35
124001,"Software Engineer, Trust and Automation",Carousell,Singapore,"$36,000 - 90,000

                                / 
Provides Equity","Responsibilities:

You will be working on a lot of Trust & Safety related problems such as fraud…","[""reactjs"",""python"",""django""]",/jobs/124001/software-engineer-trust-and-automation-carousell,2016-09-01,35
124093,Front End Developer,Culture Amp,"Melbourne, Australia",Provides Equity,"We are searching for Front End Developers to join our Camp in Melbourne, evolving the JavaScript and…","[""reactjs"",""html"",""css"",""javascript"",""redux""]",/jobs/124093/front-end-developer-culture-amp,2016-09-01,35
121712,Full Stack Developer (Full Service Creative Agency),Digital Arts Network Sydney,"Pyrmont, Australia",,"WE ARE ONLY ACCEPTING APPLICANTS FROM SYDNEY, AUSTRALIA. NO RECRUITERS PLEASE.

We are looking for a…","[""c#"",""php"",""aws"",""ios"",""node""]",/jobs/121712/full-stack-developer-full-service-creative-digital-arts-network-sydney,2016-09-01,35
122921,Applications Architect,RBC,"Toronto, ON, Canada",,.What is the opportunity?You will be an Application Architect that partners across IT and with assigned…,"[""java"",""linux"",""spring""]",/jobs/122921/applications-architect-rbc,2016-09-01,35
122922,Technical Lead with an emphasis on SQL Development - Canadian Wealth Management…,RBC,"Toronto, ON, Canada",,.What is the opportunity?The Technical Lead partners across IT and with assigned business line(s) to…,"[""sql"",""javascript"",""java""]",/jobs/122922/technical-lead-with-an-emphasis-on-sql-rbc,2016-09-01,35
124092,"Software Engineer in Eagle, Id (C# and WPF)",ChargeItPro (Payment Processing Partners),"Eagle, ID",,"  With over 50 years of experience under our belt, ChargeItPro has long been an industry leader in…","[""software-engineer"",""c#"",""java"",""objective-c"",""development-life-cycle""]",/jobs/124092/software-engineer-in-eagle-id-c-sharp-and-wpf-chargeitpro-payment,2016-09-01,35
123712,System Engineer,CARDFREE,"San Francisco, CA",Provides Equity,"As a part of the Engineering team, you will be building scalable solution that millions of users will be…","[""chef"",""puppet"",""newrelic"",""linux"",""powershell""]",/jobs/123712/system-engineer-cardfree,2016-09-01,35
122072,Development Arhitect,Ariba (an SAP company),"Boston, MA",,Development Architects are responsible for the aligned and consistent architecture of a product.…,"[""java"",""saas"",""cloud"",""web-services""]",/jobs/122072/development-arhitect-ariba-an-sap-company,2016-09-01,35
118017,Technical Lead - Mobile/Native Development,RBC,"Toronto, ON, Canada",,.What is the opportunity?The Senior Technical Specialist - Technical Lead will partner across IT and…,"[""mobile"",""java"",""c#""]",/jobs/118017/technical-lead-mobile-native-development-rbc,2016-09-01,35
108141,DevOps Engineer,Amazon,"Seattle, WA",,The transportation technology support team in Seattle is looking for a DevOps Engineer who will act as…,"[""computer"",""science""]",/jobs/108141/devops-engineer-amazon,2016-09-01,35
124091,QA Automation,ITG,"El Segundo, CA",,This individual will be responsible for creating and maintaining in-house QA automated testing solutions…,"[""qtp"",""selenium"",""scripting-language"",""automation"",""sql""]",/jobs/124091/qa-automation-itg,2016-09-01,35
124090,Software Engineer - Execution Management System,ITG,"Boston, MA",,ITG is searching for Software Engineers to join our exceptional Triton team in a challenging yet…,"[""c#"",""c++"",""windows"",""multithreading"",""unit-testing""]",/jobs/124090/software-engineer-execution-management-system-itg,2016-09-01,35
124089,Software Engineer,ITG,"El Segundo, CA",,The incumbent will be involved in the ongoing development and enhancements of Equities Cash and Fixed…,"[""rdbms"",""c#"",""wpf"",""windows"",""multithreading""]",/jobs/124089/software-engineer-itg,2016-09-01,35
124087,Cloud Native Java Developer,"Railroad19, Inc.","New York, NY",,"Railroad19 Inc. is a company that provides software development as a service.
We are currently seeking…","[""spring-boot"",""scala"",""java-8"",""nosql"",""spring-cloud""]",/jobs/124087/cloud-native-java-developer-railroad19-inc,2016-09-01,35
124086,Data Architect,ITG,"El Segundo, CA",,We are building a team that will architect and implement our next-gen data processing infrastructure…,"[""rdbms"",""hadoop"",""mongodb"",""java"",""nosql""]",/jobs/124086/data-architect-itg,2016-09-01,35
121911,Senior Cloud Architect,Avid Technology,"Szczecin, Poland","$90,000 - 170,000

                                / 
Provides Equity","
Performs architecture design of the services and shared component framework that hosts a set of…","[""cloud"",""architecture"",""rabbitmq"",""chef"",""microservices""]",/jobs/121911/senior-cloud-architect-avid-technology,2016-09-01,35
117607,Lead Developer/Architect Java – SOA – ETL - BPM (m/w),FNT GmbH,"München, Deutschland",,Zur Unterstützung unserer Projektteams für die Integration und Erweiterung unserer Software Produkte im…,"[""java"",""etl"",""web-services"",""sql""]",/jobs/117607/lead-developer-architect-java-soa-etl-bpm-fnt-gmbh,2016-09-01,35
108160,Trading Software Engineer,Optiver,"Amsterdam, Netherlands",,"Trading Software Engineer
Do you want to add value to our trading business? Enjoy working on a variety…","[""oop"",""java"",""c++"",""c#"",""github""]",/jobs/108160/trading-software-engineer-optiver,2016-09-01,35
122096,(Senior) Softwareentwickler (m/w),Blum-Novotest GmbH,"Grünkraut, Deutschland","€40,000 - 75,000","Design / Erstellung / Pflege von größeren Softwarepaketen hauptsächlich in
- C# / WPF im Bereich der…","[""c#"",""c++"",""wpf"",""qt""]",/jobs/122096/senior-softwareentwickler-m-w-blum-novotest-gmbh,2016-09-01,35
117606,FrontEnd Game Developer,MovieStarPlanet,"Copenhagen, Denmark",,"Would you like the opportunity to touch the lives of millions of kids, worldwide?  To contribute to the…","[""c#"",""java""]",/jobs/117606/frontend-game-developer-moviestarplanet,2016-09-01,35
117506,Java Software Engineer -  Help build Smart Cities!,Masabi,"London, UK","£45,000 - 75,000",Who we are!Masabi is the world’s leading provider of mobile ticketing solutions for the transport…,"[""java"",""agile"",""amazon-web-services""]",/jobs/117506/java-software-engineer-help-build-smart-cities-masabi,2016-09-01,35
124104,Cloud / DevOps Engineer (Ansible | Puppet | AWS) - London,Elsevier,"London, UK",,We are seeking a talented and self-motivated Infrastructure Developer/Ops Engineer.  You will be joining…,"[""continuous-integration"",""amazon-web-services"",""ansible"",""puppet"",""linux""]",/jobs/124104/cloud-devops-engineer-ansible-puppet-aws-elsevier,2016-09-01,35
122094,Software Engineer - PHP,AdTriba GmbH,"Hamburg, Germany","€50,000 - 70,000

                                / 
Provides Equity",We are looking for candidates who will play a significant role in building a world class SaaS…,"[""php"",""laravel"",""javascript"",""jquery"",""mysql""]",/jobs/122094/software-engineer-php-adtriba-gmbh,2016-09-01,35
